,centerX,centerY,width_box,height_box,axis,rotation,num_labels
609,357.02263761910365,86.08951338568443,41.0,72.0,vertical_axis,6.728906386529843,8
28011,254.0,191.0,61.0,205.0,vertical_axis,15.222904729440458,12
5369,256.0,172.0,200.0,100.0,horizontal_axis,12.429531002999894,3
11573,251.5596197437885,190.9998974713207,57.000002130866,232.99999801814567,horizontal_axis,14.106548303718869,5
4591,323.3684397122339,219.06199187595945,80.0,231.0,vertical_axis,7.5576840021192595,4
13684,90.91247890451608,224.3442734768452,69.00000195205212,45.000000819563866,vertical_axis,27.26265201724169,8
4593,71.43891779412678,213.6763900354223,35.0,50.0,horizontal_axis,29.93698713033824,3
30117,330.0,206.0,106.0,227.0,horizontal_axis,13.284270630404931,6
17647,393.976915426884,289.4799091931218,70.0,100.0,vertical_axis,5.507833273602358,3
27505,250.0,202.0,21.0,42.0,vertical_axis,12.806220618725064,4
