,centerX,centerY,width_box,height_box,axis,rotation,num_labels
12820,193.8034988902901,178.193893996569,76.0,55.0,vertical_axis,15.792665927327704,22
34634,248.4442929196943,194.9782240482388,524.0,292.0,vertical_axis,-10.2039737217317,13
2205,103.99393025012228,272.69439387048686,74.0,83.0,vertical_axis,34.99511477364419,12
2207,454.9962026814859,193.26740489584688,55.0,71.0,vertical_axis,-52.17609293127848,4
30925,205.0000007599592,275.99999843537813,108.00000137090676,100.0,vertical_axis,0.0,15
8853,455.4999970272184,189.999999716878,51.00000222027296,39.00000090897083,horizontal_axis,25.98556223374532,3
8854,276.5877782255345,172.32120091482875,45.00000230967993,37.00000093877316,vertical_axis,-18.757841927591613,6
11141,275.9311297326091,172.5676036714152,72.99999604593125,54.999998598952,horizontal_axis,-11.824041478000469,4
13967,203.0279790676692,279.4416680263011,98.0,100.0,horizontal_axis,-7.249531905395813,7
34411,193.0000009387732,178.9999998807907,79.00000180304045,89.00000016391277,horizontal_axis,5.213262216716657,7
19182,459.0,190.0,61.0,50.0,vertical_axis,33.92047612698282,4
19892,95.4151018077639,102.9741594048744,239.0,65.0,horizontal_axis,141.83132753636872,3
27186,330.5,145.5,235.0,261.0,vertical_axis,0.0,3
32494,444.9999971836805,184.9999997913837,200.0,100.0,horizontal_axis,31.27216470664247,3
