,centerX,centerY,width_box,height_box,axis,rotation,num_labels
15873,191.0,232.0,200.0,100.0,horizontal_axis,57.29971501668033,7
5113,449.8011174818026,351.7552506718775,112.0,254.0,vertical_axis,12.702469573331484,23
32694,79.0,41.5,68.0,68.0,vertical_axis,0.0,4
6332,190.8265891461888,232.5598404006476,200.0,83.00000075995916,horizontal_axis,237.55758498628296,23
14668,78.0,40.5,71.0,71.0,horizontal_axis,0.0,9
14354,227.0,37.5,98.0,87.0,vertical_axis,0.0,7
631,122.20293718727343,463.9931282127603,158.0,94.0,vertical_axis,-3.8787768013869615,5
958,24.0,282.5,46.0,81.0,vertical_axis,0.0,4
960,79.5,268.0,125.0,113.0,vertical_axis,0.0,3
16070,80.0000032782554,297.99999921768904,71.00000240281221,50.000000931322575,horizontal_axis,0.0,12
21034,430.3018105788359,411.75855153693135,64.0,119.0,vertical_axis,11.239284199697664,3
