,centerX,centerY,width_box,height_box,axis,rotation,num_labels
4454,293.5,420.0,93.0,136.0,vertical_axis,0.0,26
29018,24.3378936569452,143.99740502597058,54.0,49.0,vertical_axis,1.3206127219830108,12
23555,196.0,53.5,233.0,81.0,vertical_axis,0.0,3
23552,198.0,274.5,60.0,83.0,vertical_axis,0.0,6
8271,196.9999999850989,170.00000064074993,233.9999997466804,293.99999855458736,vertical_axis,0.0,7
28121,77.00000175833702,398.999997869134,156.00000065565098,84.00000023841852,vertical_axis,0.0,7
13348,329.00004223472126,111.9903889743248,200.0,98.00000005960464,horizontal_axis,-89.44907439932948,3
10723,197.0,196.0,264.0,266.0,horizontal_axis,0.0,7
28117,197.9999999552965,176.0000011920929,405.9999969303609,351.99999624490744,vertical_axis,0.0,9
11443,195.0,61.000002905726376,52.0000022053718,68.00000047683716,vertical_axis,0.0,3
