,centerX,centerY,width_box,height_box,axis,rotation,num_labels
86,204.0000007748604,170.50000127404925,38.00000241398811,47.00000078976154,vertical_axis,0.0,6
7551,221.7370779741104,108.84520738043072,255.0,49.0,vertical_axis,-0.3118303036472127,12
13118,204.4999986789344,207.4999987558897,134.9999983326357,129.00000074390096,vertical_axis,0.0,16
25580,180.3836230143155,208.9824783665041,181.0,134.0,horizontal_axis,0.3924307093408856,17
19162,376.5000779422167,93.99117185514348,30.0,187.0,vertical_axis,1.011683451532832,4
24383,54.04396149361597,82.57024719096489,37.0,37.0,vertical_axis,-15.224190737752592,10
6567,60.0,329.0,45.0,74.0,vertical_axis,0.0,3
20431,216.32614383253903,106.0537761137986,277.0,45.0,horizontal_axis,0.795674120503989,3
19161,154.0,455.5,45.0,23.0,vertical_axis,0.0,4
33485,205.0000015199184,169.00000259280193,39.00000479817373,48.00000154972071,horizontal_axis,0.0,5
