,centerX,centerY,width_box,height_box,axis,rotation,num_labels
3951,139.0,217.5,232.0,229.0,vertical_axis,0.0,30
2466,376.0,219.0,233.0,226.0,vertical_axis,0.0,26
2435,371.9999982714653,217.9999996125698,224.99999962747097,213.99999830126768,horizontal_axis,0.0,3
27270,143.0,221.0,227.0,207.0,horizontal_axis,0.0,7
9315,256.4999999962747,219.9999997913837,470.9999979808927,235.99999898672093,horizontal_axis,0.0,6
28019,259.0,191.5,512.0,385.0,vertical_axis,0.0,5
6206,146.0,208.0,202.0,100.0,vertical_axis,0.0,3
13729,145.0,212.0,200.0,100.0,horizontal_axis,0.0,3
21436,257.5,215.0,467.0,225.0,vertical_axis,0.0,5
19146,220.0,284.0,76.0,75.0,vertical_axis,0.0,3
