,centerX,centerY,width_box,height_box,axis,rotation,num_labels
1180,249.1953394808733,268.8312051269537,30.0,118.0,vertical_axis,102.99725236564308,3
9597,264.5,79.5,53.0,89.0,vertical_axis,0.0,6
6715,332.0,106.0,42.0,72.0,vertical_axis,0.0,5
10874,306.99999924004084,191.99999967217445,225.9999996125698,293.99999710917484,vertical_axis,-1.0428970465135876,14
25259,301.42673579819143,133.65426691454962,111.0,183.0,vertical_axis,-5.622691383826563,11
34265,302.9999992996454,107.00000093877316,200.0,100.0,vertical_axis,0.0,6
16963,333.9999988377094,149.0000003129244,49.00000225007528,171.99999892711645,vertical_axis,-4.728783980790723,3
31497,301.0,138.5,200.0,197.0,vertical_axis,0.0,6
11903,309.0,265.0,290.0,153.0,vertical_axis,-3.025702475158596,5
14592,299.0,182.0,131.0,78.0,vertical_axis,8.732728195695188,3
