,centerX,centerY,width_box,height_box,axis,rotation,num_labels
22811,199.0,84.0,78.0,35.0,horizontal_axis,0.0,4
15155,167.00000132620335,362.99999818205833,100.00000149011606,122.99999965727328,vertical_axis,0.0,15
5479,401.0,350.5,76.0,107.0,vertical_axis,-0.74800521411197,16
32724,297.99999937415123,194.00000070035452,55.00000216066837,90.00000014901161,vertical_axis,0.0,14
4084,201.50000162422648,180.00000181794155,81.0000035464762,53.00000140070915,vertical_axis,0.0,3
32725,198.5000008568168,88.50000227242703,78.00000181794167,31.00000102818012,vertical_axis,0.0,3
25880,48.50000309199089,282.99999937415123,101.00000147521496,186.99999870359892,horizontal_axis,0.0,4
16392,200.0,178.0,119.0,291.0,vertical_axis,0.0,3
16396,105.0,14.0,119.0,85.0,vertical_axis,0.0,4
27666,256.0,241.0,200.0,100.0,vertical_axis,0.0,3
