,centerX,centerY,width_box,height_box,axis,rotation,num_labels
7264,372.0680430949431,60.413056155893685,62.0,79.0,vertical_axis,3.5709279735731343,6
24572,177.50000233948225,98.00000175833696,81.00000354647625,100.0,vertical_axis,0.0,12
2901,196.0,279.0,33.0,61.0,vertical_axis,0.0,4
13027,366.0,158.5,62.0,277.0,vertical_axis,3.224437324547964,16
3277,338.5,195.0,23.0,29.0,vertical_axis,0.0,7
3278,286.0,287.0,23.0,45.0,vertical_axis,-3.764549355939749,3
26863,483.0,197.5,56.0,116.0,vertical_axis,-2.067697182374175,11
34107,260.9999999254942,275.9999982267618,119.000001206994,52.00000071525574,horizontal_axis,-10.449448395311634,5
13029,264.0,272.0,120.0,52.0,vertical_axis,-12.104567458244134,4
32747,60.20824761777413,283.4854724989832,123.0000011473894,49.00000075995922,vertical_axis,-7.980137491611842,3
26862,181.0000815958805,128.55029379323992,106.0,253.0,vertical_axis,-0.1859114287023828,5
22113,371.3502572473287,162.10813653091674,58.00000211596489,279.99999731779104,horizontal_axis,1.6857431210152072,3
